IP,Hostname,Anti-clickjacking,X-XSS-Protection,No CGI Directories found,valid response with junk HTTP,Allowed HTTP Methods,which may suggest a WAF,shellshock,OSVDB-637,OSVDB-578
209.126.123.11,13468114834589.aw-pay.com,1,1,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
193.141.3.68,fashionfloat.info,1,1,1,0,1,1,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
204.11.56.48,oopswear.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
208.91.197.27,000o5eh.wcomhost.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
185.221.37.134,www.komonline.nu,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
162.241.2.127,www.guiafacilpousoalegre.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
217.65.8.42,site2.20071831.brim.ru,1,1,1,0,0,0,0,0,0
34.98.99.30,tiketboss.com,1,1,1,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
103.211.216.130,xn--yetherallet-tv8eu6a.com.cp-in-12.webhostbox.net,1,1,0,0,0,0,0,0,0
217.65.8.42,site2.20071831.brim.ru,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
198.54.117.197,pp47374769.id541297.com,1,1,1,0,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
192.155.108.155,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.170,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.170,tidatip.com,1,1,0,0,0,0,0,0,0
34.98.99.30,teamsupportgroup.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
192.185.144.109,yakgator.com,1,1,1,0,1,0,0,0,0
34.98.99.30,www.lawcapellacap.com,1,1,1,0,0,0,0,0,0
103.87.228.2,www.gpl.net.id,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
88.198.54.81,www.datamilk.gr,1,1,0,0,0,0,0,0,0
108.167.189.23,social-media-specialists.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
192.232.251.98,www.yourfitnesscorner.com,1,1,1,0,0,0,0,0,0
88.198.54.81,datamilk.gr,1,1,0,0,0,0,0,0,0
198.54.117.197,pp22999421.case548563.com,1,1,1,0,1,0,0,0,0
198.54.117.197,pp64574567.id541297.com,1,1,1,0,1,0,0,0,0
198.54.117.197,lhb-16953235.ref785456.com,1,1,1,0,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
151.106.5.163,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.153,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.153,tidatip.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
213.186.33.18,valiansgroup.com,1,1,1,0,0,1,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
41.204.161.16,www.mut.ac.ke,1,1,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
217.160.0.222,art-sticker.fr,1,1,1,0,1,1,0,0,0
72.52.179.175,www.ryder.ph,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
91.195.240.117,clothinglink.net,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
34.98.99.30,www.teamsupportgroup.com,1,1,1,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
67.20.112.84,joneswebsite.com,1,1,1,1,1,1,0,0,0
,0,0,0,0,0,0,0,0,0
93.89.224.44,www.mangaldunyasi.net,1,1,1,0,0,0,0,0,0
93.89.224.44,www.mangaldunyasi.net,1,1,1,0,0,0,0,0,0
54.179.128.68,admin.nnext.in,0,0,1,0,0,0,0,0,0
54.179.128.68,admin.nnext.in,0,0,1,0,0,0,0,0,0
54.179.128.68,admin.nnext.in,0,0,1,0,0,0,0,0,0
103.108.117.235,www.webhostingbingo.com,1,1,1,0,0,0,0,0,0
103.108.117.235,www.webhostingbingo.com,1,1,1,0,0,0,0,0,0
103.108.117.235,www.webhostingbingo.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
34.98.99.30,www.teamsupportgroup.com,1,1,1,0,0,0,0,0,0
103.13.242.99,vkcnuts.com,1,1,1,0,0,0,0,0,0
49.50.81.150,mykaaap.com,1,1,0,0,0,0,0,0,0
34.98.99.30,www.teamsupportgroup.com,1,1,0,0,0,0,0,0,1
34.98.99.30,www.teamsupportgroup.com,1,1,0,0,0,0,0,0,1
34.98.99.30,www.teamsupportgroup.com,1,1,0,0,0,0,0,1,1
200.113.10.158,www.cbuin.cl,0,1,1,0,1,0,0,0,0
34.98.99.30,www.teamsupportgroup.com,1,1,1,0,0,0,0,0,1
192.185.16.50,mail.glenwoodgolf.com,1,1,1,0,0,0,0,0,0
34.98.99.30,www.teamsupportgroup.com,1,1,1,0,0,0,0,1,1
70.32.23.10,www.gurkhakhukuriknife.com,0,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
34.98.99.30,teamsupportgroup.com,1,1,0,0,0,0,0,1,1
198.54.117.197,gks-77916030.lofer.live,1,1,1,0,1,0,0,0,0
34.98.99.30,www.teamsupportgroup.com,1,1,0,0,0,0,0,0,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
41.204.161.16,www.mut.ac.ke,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
173.254.28.240,metamorfika.mx,1,1,1,0,0,0,0,0,0
173.254.28.240,metamorfika.mx,1,1,1,0,0,0,0,0,0
173.254.28.240,metamorfika.mx,1,1,1,0,0,0,0,0,0
74.220.199.6,www.demo1.kelseydesigns.com,1,1,1,1,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
34.98.99.30,teamsupportgroup.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
34.98.99.30,www.teamsupportgroup.com,1,1,1,0,0,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
198.54.117.197,pp47374769.id541297.com,1,1,1,0,1,0,0,0,0
23.239.118.194,musiclessons.co.education,1,1,1,0,0,0,0,0,0
23.239.118.194,musiclessons.co.education,1,1,0,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
67.205.13.254,muquestionpapers.com,1,1,1,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
107.180.0.86,www.linkedinpublic.com,1,1,0,0,0,0,0,0,0
174.129.17.128,t.yesware.com,0,0,1,0,0,0,0,1,1
51.158.23.31,www.1farda.com,1,1,1,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.206.180.121,births.cloudns.asia,1,1,1,1,0,0,0,0,0
166.62.27.186,grenglo.com,1,1,1,1,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.158,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.166,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.152,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.152,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.166,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.166,tidatip.com,1,1,0,0,0,0,0,0,0
23.239.118.194,musiclessons.co.education,1,1,1,0,0,0,0,0,0
23.239.118.194,musiclessons.co.education,1,1,0,0,0,0,0,0,0
185.206.180.121,adding.cloudns.asia,1,1,1,1,0,0,0,0,0
46.166.184.102,boards.cloudns.asia,1,1,1,1,0,0,0,0,0
51.158.23.31,www.1farda.com,1,1,1,0,0,0,0,0,0
143.95.230.65,fournosmargaritis.gr,1,1,0,0,0,0,0,0,0
104.27.137.130,www.turapet.com,0,1,0,0,0,0,0,0,0
172.67.193.220,www.turapet.com,0,1,0,0,0,0,0,0,0
104.27.137.130,www.turapet.com,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
50.87.249.219,flooringandconcrete.com,1,1,1,1,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
217.160.0.200,7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
198.54.117.197,apx-20026763.holgex.com,1,1,1,0,1,0,0,0,0
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,www.kingsport3.com,1,1,1,0,0,0,0,1,1
192.185.155.5,www.localfreedeals.com,1,1,1,0,0,0,0,0,0
198.54.117.197,gks-77916030.lofer.live,1,1,1,0,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
198.54.117.197,pp64574567.id541297.com,1,1,1,0,1,0,0,0,0
198.54.117.197,pp66757380.case548563.com,1,1,1,0,1,0,0,0,0
198.54.117.197,waa-31899920.poyon.live,1,1,1,0,1,0,0,0,0
50.87.249.219,flooringandconcrete.com,1,1,1,1,1,0,0,0,0
199.204.249.212,errictandalex.kenaidanceta.com,1,1,0,0,0,0,0,0,0
5.57.226.202,accesoboaline.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
45.60.22.113,fciaa.org,1,1,0,0,0,0,0,0,0
45.60.22.113,fciaa.org,1,1,0,0,0,0,0,0,0
45.60.25.113,fciaa.org,1,1,0,0,0,0,0,0,0
45.60.22.113,fciaa.org,1,1,0,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebabofa.webcindario.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
143.95.80.138,www.newlifebiblechurch.org,1,1,0,0,0,0,0,0,0
143.95.80.138,www.newlifebiblechurch.org,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,accesoboaline.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,accesoboaline.webcindario.com,1,1,1,0,0,0,0,0,0
87.236.16.216,ilin-sergey.ru,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
94.46.177.82,www.balcaounicodoadvogado.com,1,1,1,0,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
50.87.249.219,flooringandconcrete.com,1,1,1,1,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
5.57.226.202,aviso118.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,aviso118.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,aviso118.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,aviso118.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,aviso118.webcindario.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
66.147.244.113,see.visionof2020.info,1,1,1,0,0,1,0,0,0
66.147.244.113,see.visionof2020.info,1,1,1,0,0,1,0,0,0
45.77.144.134,originaltorah.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,accesoboaline.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
54.251.127.101,residents.co.ke,0,1,1,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
208.91.197.13,www.checkout02.com,1,1,1,0,0,0,0,0,0
74.220.199.6,www.updepo.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.185.169.46,benfrancia.org,1,1,1,1,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
3.248.124.84,www.outlook-mailer.com,1,1,1,1,0,1,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
192.254.189.231,www.myalldesign.com,1,1,1,0,0,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
216.172.184.138,danahbm.com,1,1,1,0,0,0,0,0,0
34.98.99.30,www.mesxdmd.com,1,1,1,0,0,0,0,0,0
45.77.144.134,originaltorah.com,1,1,1,0,0,0,0,0,0
5.101.152.100,taksi-econom.ru,1,1,1,0,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
,0,0,0,0,0,0,0,0,0
50.87.249.219,www.flooringandconcrete.com,1,1,1,1,1,0,0,0,0
50.87.249.219,www.flooringandconcrete.com,1,1,1,1,1,0,0,0,0
50.87.249.219,www.flooringandconcrete.com,1,1,1,1,1,0,0,0,0
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
185.53.178.13,kingsport3.com,1,1,1,0,0,0,0,1,1
